Bermuda,BMU,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,7.086679935,7.158850193,6.547329903,6.608799934,6.565090179,6.829669952,6.952159882,7.100739956,6.636769772,6.706500053,6.700399876,6.728250027,6.742330074,6.791729927,6.833650112,,,,,,,,,,7.243840218,,6.926010132,,,,6.12184,6.214019775,6.205580235,6.208650112,6.091229916,6.04049015,6.04049015,6.04049015,6.04049015,,5.340159893,5.170149803,5.111400127,5.163700104,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,6.965000153,6.601009846,6.875520229,6.891620159,7.033229828,7.225810051,7.339369774,7.355979919,6.923870087,7.025060177,6.977119923,6.94231987,6.866149902,6.641409874,6.737669945,,,,,,,,,,7.267010212,,6.937170029,,,,6.033830166,5.97066021,5.992609978,5.844639778,5.805399895,5.619790077,5.619790077,5.619790077,5.619790077,,5.449450016,5.348470211,5.260210037,5.33054018,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"School life expectancy, primary, female (years)",UIS.SLE.1.F,0.122529998,0.469859987,0.464130014,,0.712790012,,0.980849981,1.096050024,1.129959941,1.326779962,,,2.059390068,2.249690056,2.371649981,2.434659958,2.651259899,,2.941529989,,,2.671240091,3.031800032,3.388509989,3.615479946,3.880800009,4.177060127,4.447289944,4.79640007,4.958159924,5.186600208,5.416309834,5.652609825,5.976439953,6.328209877,6.478209972,6.736390114,7.008900166,7.20138979,7.501830101,7.694220066,7.78030014,7.782000065,7.350820065,7.183839798,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"School life expectancy, primary, male (years)",UIS.SLE.1.M,2.284430027,1.939620018,2.121880054,,2.271009922,,2.635200024,2.824069977,2.980600119,3.273570061,,,4.390160084,4.619870186,4.715459824,4.585199833,4.846580029,,4.874259949,,,4.469979763,4.063159943,4.469580173,4.673279762,4.962870121,5.237669945,5.448840141,5.807199955,5.858160019,5.955319881,6.079679966,6.220469952,6.354440212,6.51872015,6.679689884,6.833899975,7.061649799,7.124199867,7.365890026,7.524230003,7.660639763,7.654260159,7.268199921,7.08054018,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"School life expectancy, primary, female (years)",UIS.SLE.1.F,4.191880226,4.420569897,,4.736579895,4.906089783,5.204299927,5.359270096,5.248219967,5.347189903,5.438990116,5.492450237,5.483500004,,5.661699772,6.034349918,,5.876699924,6.213009834,,5.630700111,5.780179977,5.895100117,5.939799786,6.076379776,6.254630089,6.459189892,6.593729973,6.716219902,6.876830101,7.038179874,7.19769001,7.163499832,7.28467989,7.149230003,6.89218998,,6.823740005,6.775519848,6.701859951,6.701859951,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"School life expectancy, primary, male (years)",UIS.SLE.1.M,6.006599903,5.76237011,,5.923150063,6.016039848,6.27699995,6.384819984,6.147900105,6.157700062,6.249249935,6.093659878,6.280320168,,6.307310104,6.545650005,,6.405200005,6.797460079,,6.10240984,6.231410027,6.330560207,6.351399899,6.396810055,6.556079865,6.75812006,6.879429817,6.987559795,7.120029926,7.243919849,7.393919945,7.344649792,7.451439857,7.270750046,6.971920013,,6.894189835,6.849639893,6.799699783,6.799699783,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia,BIH,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.874489784,4.874489784,4.874489784,4.874489784,5.05325985,5.064720154,5.020009995,,,,,,,,,,,,,,,,,,,,
Bosnia,BIH,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84236002,4.84236002,4.84236002,4.84236002,5.021619797,5.037909985,4.997189999,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"School life expectancy, primary, female (years)",UIS.SLE.1.F,4.560619831,4.222750187,4.291649818,4.882800102,5.142779827,5.595580101,5.850490093,6.197319984,6.386630058,6.652279854,6.990479946,6.923190117,6.903100014,7.140719891,7.225329876,7.381189823,7.431089878,7.548130035,7.633920193,7.745460033,7.71393013,7.857419968,7.663159847,7.51211977,7.451179981,7.388249874,7.375850201,7.314040184,7.282139778,7.312990189,7.35739994,7.471869946,7.488570213,7.495120049,7.436470032,7.450920105,7.461120129,7.373710155,7.361370087,7.403759956,,,7.484630108,7.510819912,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"School life expectancy, primary, male (years)",UIS.SLE.1.M,4.088799953,3.725610018,3.711539984,4.118340015,4.27023983,4.556089878,4.734489918,5.007679939,5.140920162,5.383749962,5.775020123,5.857890129,6.002170086,6.223599911,6.432109833,6.680079937,6.893000126,7.035379887,7.125899792,7.266009808,7.201000214,7.399559975,7.295660019,7.281360149,7.288700104,7.316979885,7.342229843,7.268839836,7.327070236,7.320970058,7.374609947,7.494420052,7.560649872,7.558269978,7.554860115,7.557089806,7.620269775,7.578460217,7.560929775,7.661469936,,,7.665470123,7.740990162,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.273210049,,5.760640144,5.615399837,5.486989975,5.250150204,5.201769829,,4.987609863,5.107359886,5.136449814,,5.027210236,5.076720238,5.283490181,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6167202,,6.140210152,6.057380199,5.813489914,5.550610065,5.511219978,,5.263629913,5.457409859,5.330649853,,5.361969948,5.220399857,5.538869858,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"School life expectancy, primary, female (years)",UIS.SLE.1.F,7.659719944,7.777569771,7.837339878,7.706170082,7.577559948,7.30753994,7.28373003,7.521049976,7.503339767,6.683720112,6.544980049,6.682549953,6.533289909,6.520440102,6.640230179,,6.946269989,6.512380123,6.763720036,6.97191,,6.654349804,6.735789776,6.902470112,6.985449791,6.911079884,6.770899773,6.596950054,6.686399937,6.604720116,6.554560184,6.396080017,6.457910061,6.684370041,6.693170071,6.665989876,6.617959976,6.573379993,6.469120026,6.437870026,6.410379887,6.414480209,6.374199867,6.438980103,6.440169811,,,,,,,,,,,,,,,,,,,,
